DATASET,#TRAINING_RELEASES,%TRAINING_INSTANCES,CLASSIFIER,FEATURE_SELECTION,BALANCING,COST_SENSITIVE,PRECISION,RECALL,AUC,KAPPA,TRUE_POSITIVE,FALSE_POSITIVE,TRUE_NEGATIVE,FALSE_NEGATIVE
BOOKKEEPER,3,66.66666666666667,NAIVE_BAYES,BEST_FIRST,UNDERSAMPLING,NONE,0.35,0.14893617021276595,0.7316746739876459,0.1414764735242072,7.0,13.0,297.0,40.0
BOOKKEEPER,3,66.66666666666667,NAIVE_BAYES,NONE,NONE,NONE,0.07142857142857142,0.02127659574468085,0.7472889498970487,-0.029421826890181135,1.0,13.0,297.0,46.0
BOOKKEEPER,3,66.66666666666667,NAIVE_BAYES,NONE,OVERSAMPLING,NONE,0.06666666666666667,0.02127659574468085,0.6736101578586136,-0.033584250144759395,1.0,14.0,296.0,46.0
BOOKKEEPER,3,66.66666666666667,NAIVE_BAYES,NONE,UNDERSAMPLING,NONE,0.15,0.06382978723404255,0.7287577213452299,0.01188801669767292,3.0,17.0,293.0,44.0
BOOKKEEPER,4,73.96408839779005,NAIVE_BAYES,GREEDY_BACKWARD_SEARCH,NONE,NONE,0.0,0.0,0.8166172106824926,-0.010207987750415063,0.0,2.0,335.0,40.0
BOOKKEEPER,4,73.96408839779005,NAIVE_BAYES,GREEDY_BACKWARD_SEARCH,OVERSAMPLING,NONE,0.0,0.0,0.6798590504451039,-0.015027236866820656,0.0,3.0,334.0,40.0
BOOKKEEPER,4,73.96408839779005,NAIVE_BAYES,GREEDY_BACKWARD_SEARCH,UNDERSAMPLING,NONE,0.0,0.0,0.7008902077151336,-0.015027236866820656,0.0,3.0,334.0,40.0
BOOKKEEPER,4,73.96408839779005,NAIVE_BAYES,BEST_FIRST,NONE,NONE,0.0,0.0,0.8166172106824926,-0.010207987750415063,0.0,2.0,335.0,40.0
BOOKKEEPER,4,73.96408839779005,NAIVE_BAYES,BEST_FIRST,OVERSAMPLING,NONE,0.0,0.0,0.6798590504451039,-0.015027236866820656,0.0,3.0,334.0,40.0
BOOKKEEPER,4,73.96408839779005,NAIVE_BAYES,BEST_FIRST,UNDERSAMPLING,NONE,0.0,0.0,0.7008902077151336,-0.015027236866820656,0.0,3.0,334.0,40.0
BOOKKEEPER,4,73.96408839779005,NAIVE_BAYES,NONE,NONE,NONE,0.2,0.025,0.8812685459940652,0.021370359191065478,1.0,4.0,333.0,39.0
BOOKKEEPER,4,73.96408839779005,NAIVE_BAYES,NONE,OVERSAMPLING,NONE,0.14285714285714285,0.025,0.7932492581602374,0.011306020164344881,1.0,6.0,331.0,39.0
BOOKKEEPER,4,73.96408839779005,NAIVE_BAYES,NONE,UNDERSAMPLING,NONE,0.14285714285714285,0.025,0.7961053412462908,0.011306020164344881,1.0,6.0,331.0,39.0
BOOKKEEPER,5,77.89133942980096,NAIVE_BAYES,GREEDY_BACKWARD_SEARCH,NONE,NONE,0.3333333333333333,0.01818181818181818,0.7815372829417774,0.02092904543134296,1.0,2.0,354.0,54.0
BOOKKEEPER,5,77.89133942980096,NAIVE_BAYES,GREEDY_BACKWARD_SEARCH,OVERSAMPLING,NONE,0.25,0.01818181818181818,0.7865168539325843,0.01604435297576475,1.0,3.0,353.0,54.0
BOOKKEEPER,5,77.89133942980096,NAIVE_BAYES,GREEDY_BACKWARD_SEARCH,UNDERSAMPLING,NONE,0.3333333333333333,0.05454545454545454,0.6551838610827375,0.058307655842616476,3.0,6.0,350.0,52.0
BOOKKEEPER,5,77.89133942980096,NAIVE_BAYES,BEST_FIRST,NONE,NONE,0.3333333333333333,0.01818181818181818,0.7815372829417774,0.02092904543134296,1.0,2.0,354.0,54.0
BOOKKEEPER,5,77.89133942980096,NAIVE_BAYES,BEST_FIRST,OVERSAMPLING,NONE,0.25,0.01818181818181818,0.7865168539325843,0.01604435297576475,1.0,3.0,353.0,54.0
BOOKKEEPER,5,77.89133942980096,NAIVE_BAYES,BEST_FIRST,UNDERSAMPLING,NONE,0.3333333333333333,0.05454545454545454,0.6551838610827375,0.058307655842616476,3.0,6.0,350.0,52.0
BOOKKEEPER,5,77.89133942980096,NAIVE_BAYES,NONE,NONE,NONE,0.4,0.03636363636363636,0.8562563840653729,0.04537536291995067,2.0,3.0,353.0,53.0
BOOKKEEPER,5,77.89133942980096,NAIVE_BAYES,NONE,OVERSAMPLING,NONE,0.4,0.03636363636363636,0.847344228804903,0.04537536291995067,2.0,3.0,353.0,53.0
BOOKKEEPER,5,77.89133942980096,NAIVE_BAYES,NONE,UNDERSAMPLING,NONE,0.5333333333333333,0.14545454545454545,0.7835291113381001,0.1816371681415933,8.0,7.0,349.0,47.0
BOOKKEEPER,6,81.3566739606127,NAIVE_BAYES,GREEDY_BACKWARD_SEARCH,NONE,NONE,0.0,0.0,0.8135038860103627,-0.009023234829686463,0.0,2.0,384.0,40.0
BOOKKEEPER,6,81.3566739606127,NAIVE_BAYES,GREEDY_BACKWARD_SEARCH,OVERSAMPLING,NONE,0.5,0.05,0.8191709844559586,0.0751194094659142,2.0,2.0,384.0,38.0
BOOKKEEPER,6,81.3566739606127,NAIVE_BAYES,GREEDY_BACKWARD_SEARCH,UNDERSAMPLING,NONE,0.5,0.075,0.7953044041450777,0.10860012554927786,3.0,3.0,383.0,37.0
BOOKKEEPER,6,81.3566739606127,NAIVE_BAYES,BEST_FIRST,NONE,NONE,0.0,0.0,0.8135038860103627,-0.009023234829686463,0.0,2.0,384.0,40.0
BOOKKEEPER,6,81.3566739606127,NAIVE_BAYES,BEST_FIRST,OVERSAMPLING,NONE,0.5,0.05,0.8191709844559586,0.0751194094659142,2.0,2.0,384.0,38.0
BOOKKEEPER,6,81.3566739606127,NAIVE_BAYES,BEST_FIRST,UNDERSAMPLING,NONE,0.5,0.075,0.7953044041450777,0.10860012554927786,3.0,3.0,383.0,37.0
BOOKKEEPER,6,81.3566739606127,NAIVE_BAYES,NONE,NONE,NONE,0.5,0.025,0.814928756476684,0.03902549063839341,1.0,1.0,385.0,39.0
BOOKKEEPER,6,81.3566739606127,NAIVE_BAYES,NONE,OVERSAMPLING,NONE,0.5,0.025,0.8150582901554404,0.03902549063839341,1.0,1.0,385.0,39.0
BOOKKEEPER,6,81.3566739606127,NAIVE_BAYES,NONE,UNDERSAMPLING,NONE,0.3333333333333333,0.025,0.7925841968911918,0.03385330235645547,1.0,2.0,384.0,39.0
