@relation BOOKKEEPER_TRAINING_4.arff
@attribute SIZE numeric
@attribute LOC_ADDED numeric
@attribute MAX_LOC_ADDED numeric
@attribute AVG_LOC_ADDED numeric
@attribute LOC_DELETED numeric
@attribute MAX_LOC_DELETED numeric
@attribute AVG_LOC_DELETED numeric
@attribute CHURN numeric
@attribute MAX_CHURN numeric
@attribute AVG_CHURN numeric
@attribute FIXED_DEFECTS numeric
@attribute NUMBER_OF_COMMITS numeric
@attribute NUMBER_OF_AUTHORS numeric
@attribute IS_BUGGY {'True', 'False'}
@data
377,397,377,5.0,11,0,99.25,377,377,94.25,0,4,2,True
253,255,251,1.0,2,0,127.5,253,251,126.5,0,2,1,True
193,193,193,0.0,0,0,193.0,193,193,193.0,0,1,1,True
514,514,514,0.0,0,0,514.0,514,514,514.0,0,1,1,True
204,204,204,0.0,0,0,204.0,204,204,204.0,0,1,1,False
144,144,144,0.0,0,0,144.0,144,144,144.0,0,1,1,True
98,98,98,0.0,0,0,98.0,98,98,98.0,0,1,1,False
181,203,178,3.142857142857143,9,0,29.0,189,178,27.0,0,7,3,True
154,162,75,2.0,5,0,40.5,154,75,38.5,0,4,3,True
393,489,209,8.727272727272727,48,0,44.45454545454545,399,209,36.27272727272727,0,11,3,True
132,139,75,2.3333333333333335,7,0,46.333333333333336,132,75,44.0,0,3,3,False
533,556,521,2.875,8,0,69.5,535,521,66.875,0,8,3,True
603,683,573,8.88888888888889,24,0,75.88888888888889,607,573,67.44444444444444,0,9,3,True
148,148,148,0.0,0,0,148.0,148,148,148.0,0,1,1,True
174,184,173,3.3333333333333335,8,0,61.333333333333336,174,173,58.0,0,3,2,False
148,158,147,3.3333333333333335,8,0,52.666666666666664,148,147,49.333333333333336,0,3,2,False
92,834,763,123.66666666666667,688,0,139.0,1442,763,240.33333333333334,0,6,3,False
234,438,209,34.0,101,0,73.0,234,209,39.0,0,6,3,True
54,59,54,1.6666666666666667,4,0,19.666666666666668,54,54,18.0,0,3,3,False
38,43,38,2.5,5,0,21.5,38,38,19.0,0,2,2,True
98,102,98,2.0,4,0,51.0,98,98,49.0,0,2,2,True
39,49,38,3.3333333333333335,7,0,16.333333333333332,39,38,13.0,0,3,2,False
69,98,94,9.666666666666666,25,0,32.666666666666664,119,94,39.666666666666664,0,3,3,True
94,94,94,0.0,0,0,94.0,94,94,94.0,0,1,1,True
72,72,72,0.0,0,0,72.0,72,72,72.0,0,1,1,False
42,42,42,0.0,0,0,42.0,42,42,42.0,0,1,1,False
48,56,48,2.6666666666666665,5,0,18.666666666666668,48,48,16.0,0,3,2,False
63,67,63,2.0,4,0,33.5,63,63,31.5,0,2,2,True
237,257,237,10.0,20,0,128.5,237,237,118.5,0,2,2,True
133,139,133,2.0,5,0,46.333333333333336,133,133,44.333333333333336,0,3,2,True
137,150,136,3.25,10,0,37.5,137,136,34.25,0,4,2,True
177,181,176,1.3333333333333333,2,0,60.333333333333336,177,176,59.0,0,3,2,True
46,47,46,0.5,1,0,23.5,46,46,23.0,0,2,2,False
128,137,127,1.8,5,0,27.4,128,127,25.6,0,5,3,False
149,152,148,1.0,2,0,50.666666666666664,149,148,49.666666666666664,0,3,2,False
58,59,58,0.5,1,0,29.5,58,58,29.0,0,2,2,False
149,152,149,1.5,3,0,76.0,149,149,74.5,0,2,2,True
74,78,74,2.0,4,0,39.0,74,74,37.0,0,2,2,False
37,37,37,0.0,0,0,37.0,37,37,37.0,0,1,1,False
38,40,38,1.0,2,0,20.0,38,38,19.0,0,2,2,False
39,40,39,0.5,1,0,20.0,39,39,19.5,0,2,2,False
96,107,95,2.75,5,0,26.75,96,95,24.0,0,4,2,True
88,91,87,1.0,2,0,30.333333333333332,88,87,29.333333333333332,0,3,2,False
71,78,70,1.75,3,0,19.5,71,70,17.75,0,4,2,False
114,123,113,2.25,4,0,30.75,114,113,28.5,0,4,2,False
336,414,329,13.0,35,0,69.0,336,329,56.0,0,6,3,True
84,93,83,2.25,5,0,23.25,84,83,21.0,0,4,2,False
58,63,58,1.6666666666666667,3,0,21.0,58,58,19.333333333333332,0,3,2,False
123,130,122,1.75,4,0,32.5,123,122,30.75,0,4,2,True
369,369,369,0.0,0,0,369.0,369,369,369.0,0,1,1,True
231,243,224,2.4,6,0,48.6,231,224,46.2,0,5,2,True
586,645,585,14.75,48,0,161.25,586,585,146.5,0,4,2,True
366,390,365,4.8,14,0,78.0,366,365,73.2,0,5,2,True
99,108,98,2.25,4,0,27.0,99,98,24.75,0,4,2,True
41,41,41,0.0,0,0,41.0,41,41,41.0,0,1,1,False
66,79,65,6.5,13,0,39.5,66,65,33.0,0,2,2,False
54,55,45,0.3333333333333333,1,0,18.333333333333332,54,45,18.0,0,3,3,False
47,51,47,2.0,4,0,25.5,47,47,23.5,0,2,2,False
183,203,185,5.0,16,0,50.75,187,185,46.75,0,4,3,False
49,49,49,0.0,0,0,49.0,49,49,49.0,0,1,1,False
50,50,50,0.0,0,0,50.0,50,50,50.0,0,1,1,False
98,100,97,1.0,2,0,50.0,98,97,49.0,0,2,2,False
138,138,138,0.0,0,0,138.0,138,138,138.0,0,1,1,False
43,43,43,0.0,0,0,43.0,43,43,43.0,0,1,1,False
42,42,42,0.0,0,0,42.0,42,42,42.0,0,1,1,False
56,56,56,0.0,0,0,56.0,56,56,56.0,0,1,1,False
162,163,162,0.5,1,0,81.5,162,162,81.0,0,2,2,True
6367,12222,6127,2927.5,5855,0,6111.0,6367,6095,3183.5,0,2,2,True
153,155,153,1.0,2,0,77.5,153,153,76.5,0,2,2,False
43,43,43,0.0,0,0,43.0,43,43,43.0,0,1,1,False
41,42,41,0.5,1,0,21.0,41,41,20.5,0,2,2,False
105,155,104,16.666666666666668,48,0,51.666666666666664,105,104,35.0,0,3,2,True
105,148,103,8.6,39,0,29.6,105,103,21.0,0,5,3,True
92,126,91,8.5,31,0,31.5,92,91,23.0,0,4,3,True
101,151,100,16.666666666666668,48,0,50.333333333333336,101,100,33.666666666666664,0,3,2,False
45,45,45,0.0,0,0,45.0,45,45,45.0,0,1,1,True
289,290,289,0.5,1,0,145.0,289,289,144.5,0,2,2,True
32,35,31,1.5,3,0,17.5,32,31,16.0,0,2,2,False
111,111,111,0.0,0,0,111.0,111,111,111.0,0,1,1,False
35,36,35,0.5,1,0,18.0,35,35,17.5,0,2,2,False
81,81,81,0.0,0,0,81.0,81,81,81.0,0,1,1,True
27,27,27,0.0,0,0,27.0,27,27,27.0,0,1,1,False
28,28,28,0.0,0,0,28.0,28,28,28.0,0,1,1,False
29,30,29,0.5,1,0,15.0,29,29,14.5,0,2,2,True
566,600,561,8.5,32,0,150.0,566,561,141.5,0,4,3,True
64,80,64,8.0,16,0,40.0,64,64,32.0,0,2,2,False
29,30,29,0.5,1,0,15.0,29,29,14.5,0,2,2,False
64,65,64,0.5,1,0,32.5,64,64,32.0,0,2,2,False
37,40,37,1.5,3,0,20.0,37,37,18.5,0,2,2,False
68,79,68,5.5,11,0,39.5,68,68,34.0,0,2,2,True
154,165,153,3.6666666666666665,9,0,55.0,154,153,51.333333333333336,0,3,2,True
72,73,72,0.5,1,0,36.5,72,72,36.0,0,2,2,True
385,400,364,2.5,8,0,66.66666666666667,385,364,64.16666666666667,0,6,3,True
76,78,76,1.0,2,0,39.0,76,76,38.0,0,2,2,False
159,163,158,1.3333333333333333,2,0,54.333333333333336,159,158,53.0,0,3,2,False
737,886,736,49.666666666666664,144,0,295.3333333333333,737,736,245.66666666666666,0,3,2,True
74,76,74,1.0,2,0,38.0,74,74,37.0,0,2,2,False
94,97,93,1.0,2,0,32.333333333333336,94,93,31.333333333333332,0,3,2,False
22,22,22,0.0,0,0,22.0,22,22,22.0,0,1,1,False
427,439,426,4.0,10,0,146.33333333333334,427,426,142.33333333333334,0,3,2,False
62,62,62,0.0,0,0,62.0,62,62,62.0,0,1,1,False
58,59,58,0.5,1,0,29.5,58,58,29.0,0,2,2,False
91,96,91,2.5,5,0,48.0,91,91,45.5,0,2,2,False
27,28,27,0.5,1,0,14.0,27,27,13.5,0,2,2,False
77,79,77,1.0,2,0,39.5,77,77,38.5,0,2,2,False
704,742,703,12.666666666666666,36,0,247.33333333333334,704,703,234.66666666666666,0,3,2,True
63,67,63,2.0,4,0,33.5,63,63,31.5,0,2,2,False
37,37,37,0.0,0,0,37.0,37,37,37.0,0,1,1,False
64,65,64,0.5,1,0,32.5,64,64,32.0,0,2,2,False
124,127,124,1.5,3,0,63.5,124,124,62.0,0,2,2,False
160,167,159,1.75,3,0,41.75,160,159,40.0,0,4,2,False
36,41,36,2.5,5,0,20.5,36,36,18.0,0,2,2,False
58,60,57,1.0,2,0,30.0,58,57,29.0,0,2,2,False
62,62,62,0.0,0,0,62.0,62,62,62.0,0,1,1,False
130,142,129,3.0,8,0,35.5,130,129,32.5,0,4,2,False
74,76,73,1.0,2,0,38.0,74,73,37.0,0,2,2,False
83,86,82,1.0,2,0,28.666666666666668,83,82,27.666666666666668,0,3,2,False
74,74,74,0.0,0,0,74.0,74,74,74.0,0,1,1,False
48,50,48,1.0,2,0,25.0,48,48,24.0,0,2,2,False
60,61,60,0.5,1,0,30.5,60,60,30.0,0,2,2,False
70,76,70,2.0,4,0,25.333333333333332,70,70,23.333333333333332,0,3,2,False
183,202,180,4.75,12,0,50.5,183,180,45.75,0,4,2,False
53,53,53,0.0,0,0,53.0,53,53,53.0,0,1,1,False
452,472,450,5.0,17,0,118.0,452,450,113.0,0,4,2,True
39,39,39,0.0,0,0,39.0,39,39,39.0,0,1,1,False
78,82,78,2.0,4,0,41.0,78,78,39.0,0,2,2,True
64,65,64,0.5,1,0,32.5,64,64,32.0,0,2,2,True
31,32,31,0.5,1,0,16.0,31,31,15.5,0,2,2,False
57,61,57,2.0,4,0,30.5,57,57,28.5,0,2,2,False
104,111,104,3.5,7,0,55.5,104,104,52.0,0,2,2,False
32,32,32,0.0,0,0,32.0,32,32,32.0,0,1,1,False
227,279,226,17.333333333333332,50,0,93.0,227,226,75.66666666666667,0,3,2,False
197,208,187,2.75,6,0,52.0,197,187,49.25,0,4,3,False
75,81,75,3.0,6,0,40.5,75,75,37.5,0,2,2,False
28,28,28,0.0,0,0,28.0,28,28,28.0,0,1,1,False
52,54,52,1.0,2,0,27.0,52,52,26.0,0,2,2,False
429,506,428,25.666666666666668,75,0,168.66666666666666,429,428,143.0,0,3,2,False
103,134,104,15.0,30,0,67.0,104,104,52.0,0,2,2,False
35,35,35,0.0,0,0,35.0,35,35,35.0,0,1,1,False
98,99,98,0.5,1,0,49.5,98,98,49.0,0,2,2,False
79,94,78,5.0,13,0,31.333333333333332,79,78,26.333333333333332,0,3,2,False
215,227,177,4.0,8,0,75.66666666666667,215,177,71.66666666666667,0,3,1,False
271,284,260,6.5,13,0,142.0,271,260,135.5,0,2,1,False
451,534,425,16.6,55,0,106.8,459,425,91.8,0,5,3,False
137,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
368,305,294,90.5,171,0,152.5,124,123,62.0,0,2,2,True
764,580,106,42.1,370,0,29.0,612,327,30.6,0,20,3,True
51,53,52,1.0,2,0,26.5,53,52,26.5,0,2,2,False
150,63,58,2.5,5,0,31.5,58,53,29.0,0,2,2,False
31,33,33,1.0,2,0,16.5,35,33,17.5,0,2,2,False
684,684,684,0.0,0,0,684.0,684,684,684.0,0,1,1,True
180,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
196,202,195,3.0,6,0,101.0,196,195,98.0,0,2,1,True
482,388,253,29.0,194,0,29.846153846153847,291,129,22.384615384615383,0,13,3,True
40,40,40,0.0,0,0,40.0,40,40,40.0,0,1,1,False
259,136,79,16.2,68,0,27.2,55,20,11.0,0,5,1,True
379,401,228,5.5,17,0,100.25,379,211,94.75,0,4,3,True
510,549,378,4.875,20,0,68.625,542,378,67.75,0,8,3,True
32,32,32,0.0,0,0,32.0,32,32,32.0,0,1,1,False
66,74,69,4.0,8,0,37.0,72,69,36.0,0,2,1,False
187,213,183,5.2,22,0,42.6,191,183,38.2,0,5,2,True
576,589,550,4.333333333333333,11,0,196.33333333333334,576,550,192.0,0,3,2,True
158,161,157,1.0,2,0,53.666666666666664,158,157,52.666666666666664,0,3,1,True
46,128,92,79.125,541,0,16.0,579,531,72.375,0,8,2,True
27,80,79,26.5,53,0,40.0,131,79,65.5,0,2,1,False
788,842,712,7.714285714285714,19,0,120.28571428571429,788,712,112.57142857142857,0,7,3,True
60,60,60,0.0,0,0,60.0,60,60,60.0,0,1,1,False
62,74,36,32.2,109,0,14.8,159,88,31.8,0,5,1,True
88,118,113,15.0,30,0,59.0,138,113,69.0,0,2,1,True
52,55,53,1.5,3,0,27.5,54,53,27.0,0,2,1,True
163,9,6,1.5,2,0,4.5,6,4,3.0,0,2,2,False
91,91,91,0.0,0,0,91.0,91,91,91.0,0,1,1,True
147,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
58,58,58,0.0,0,0,58.0,58,58,58.0,0,1,1,False
44,44,44,0.0,0,0,44.0,44,44,44.0,0,1,1,False
139,12,12,10.0,10,0,12.0,2,2,2.0,0,1,1,False
282,11,11,0.0,0,0,11.0,11,11,11.0,0,1,1,False
582,152,106,19.666666666666668,67,0,25.333333333333332,116,68,19.333333333333332,0,6,3,True
800,91,73,4.75,11,0,22.75,72,62,18.0,0,4,2,True
216,19,9,2.6666666666666665,3,0,6.333333333333333,11,7,3.6666666666666665,0,3,1,True
55,9,9,4.0,4,0,9.0,5,5,5.0,0,1,1,False
184,8,4,3.0,5,0,2.6666666666666665,3,2,1.0,0,3,2,False
65,13,13,9.0,9,0,13.0,4,4,4.0,0,1,1,False
150,26,25,16.5,32,0,13.0,7,7,3.5,0,2,1,True
81,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
84,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
905,221,95,8.666666666666666,30,0,24.555555555555557,143,65,15.88888888888889,0,9,3,True
312,70,44,1.2,4,0,14.0,64,44,12.8,0,5,3,True
171,5,5,3.0,3,0,5.0,2,2,2.0,0,1,1,False
153,30,19,12.166666666666666,65,0,5.0,49,46,8.166666666666666,0,6,3,True
84,26,26,9.0,9,0,26.0,17,17,17.0,0,1,1,False
169,5,4,0.5,1,0,2.5,4,4,2.0,0,2,2,True
189,17,15,0.3333333333333333,1,0,5.666666666666667,16,15,5.333333333333333,0,3,2,True
127,59,37,7.0,23,0,11.8,24,14,4.8,0,5,2,True
79,2,2,1.0,1,0,2.0,1,1,1.0,0,1,1,True
90,25,25,22.0,22,0,25.0,3,3,3.0,0,1,1,False
85,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
123,20,10,0.6666666666666666,1,0,6.666666666666667,20,10,6.666666666666667,0,3,3,True
276,61,30,0.3333333333333333,1,0,20.333333333333332,60,30,20.0,0,3,2,True
549,182,110,1.6666666666666667,9,0,30.333333333333332,182,110,30.333333333333332,0,6,2,True
27,27,27,0.0,0,0,27.0,27,27,27.0,0,1,1,False
88,89,84,0.5,1,0,44.5,88,84,44.0,0,2,1,True
283,36,23,1.5,4,0,9.0,30,23,7.5,0,4,3,True
175,12,7,15.0,28,0,6.0,24,21,12.0,0,2,2,True
507,29,15,9.0,31,0,7.25,25,16,6.25,0,4,2,True
209,5,5,0.0,0,0,5.0,5,5,5.0,0,1,1,False
147,5,5,2.0,2,0,5.0,3,3,3.0,0,1,1,False
98,1,1,1.0,1,0,1.0,0,0,0.0,0,1,1,False
132,132,132,0.0,0,0,132.0,132,132,132.0,0,1,1,False
236,236,236,0.0,0,0,236.0,236,236,236.0,0,1,1,True
227,49,26,1.0,2,0,16.333333333333332,46,26,15.333333333333334,0,3,2,True
172,20,10,0.6666666666666666,2,0,6.666666666666667,18,8,6.0,0,3,2,False
507,153,61,4.333333333333333,22,0,17.0,114,59,12.666666666666666,0,9,2,True
90,90,90,0.0,0,0,90.0,90,90,90.0,0,1,1,True
58,58,58,0.0,0,0,58.0,58,58,58.0,0,1,1,False
132,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
529,9,5,3.25,8,0,2.25,4,3,1.0,0,4,1,True
694,193,48,10.2,44,0,19.3,107,43,10.7,0,10,3,True
148,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
174,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
148,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
92,2,2,2.0,2,0,2.0,0,0,0.0,0,1,1,False
77,77,77,0.0,0,0,77.0,77,77,77.0,0,1,1,False
664,666,665,0.5,1,0,333.0,665,665,332.5,0,2,1,False
55,55,55,0.0,0,0,55.0,55,55,55.0,0,1,1,False
256,43,33,7.0,14,0,14.333333333333334,22,19,7.333333333333333,0,3,2,True
54,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
38,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
98,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
39,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
47,47,47,0.0,0,0,47.0,47,47,47.0,0,1,1,False
69,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
43,43,43,0.0,0,0,43.0,43,43,43.0,0,1,1,False
94,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
72,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
42,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
48,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
63,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
318,86,47,1.6666666666666667,4,0,28.666666666666668,81,47,27.0,0,3,2,True
136,3,3,0.0,0,0,3.0,3,3,3.0,0,1,1,True
141,4,4,0.0,0,0,4.0,4,4,4.0,0,1,1,True
190,15,15,2.0,2,0,15.0,13,13,13.0,0,1,1,True
46,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
165,59,59,22.0,22,0,59.0,37,37,37.0,0,1,1,False
162,13,13,0.0,0,0,13.0,13,13,13.0,0,1,1,False
58,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
148,9,9,10.0,10,0,9.0,1,1,1.0,0,1,1,True
74,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
36,36,36,0.0,0,0,36.0,36,36,36.0,0,1,1,False
37,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
38,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
39,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
96,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
88,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
71,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
114,14,14,14.0,14,0,14.0,0,0,0.0,0,1,1,False
342,42,42,36.0,36,0,42.0,6,6,6.0,0,1,1,True
84,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
58,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
129,7,7,1.0,1,0,7.0,6,6,6.0,0,1,1,False
363,5,5,11.0,11,0,5.0,6,6,6.0,0,1,1,True
242,12,12,1.0,1,0,12.0,11,11,11.0,0,1,1,True
682,120,38,6.0,14,0,30.0,96,37,24.0,0,4,1,True
366,1,1,1.0,1,0,1.0,0,0,0.0,0,1,1,True
103,5,5,1.0,1,0,5.0,4,4,4.0,0,1,1,True
41,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
66,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
63,9,9,0.0,0,0,9.0,9,9,9.0,0,1,1,False
47,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
183,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
49,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
50,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
98,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
143,5,5,0.0,0,0,5.0,5,5,5.0,0,1,1,False
43,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
42,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
56,3,3,3.0,3,0,3.0,0,0,0.0,0,1,1,False
162,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
6523,6504,6504,6348.0,6348,0,6504.0,156,156,156.0,0,1,1,True
153,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
43,1,1,1.0,1,0,1.0,0,0,0.0,0,1,1,False
41,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
400,407,397,2.3333333333333335,4,0,135.66666666666666,400,397,133.33333333333334,0,3,2,True
425,428,424,1.5,3,0,214.0,425,424,212.5,0,2,1,True
1041,1057,1029,8.0,16,0,528.5,1041,1029,520.5,0,2,1,True
92,92,92,0.0,0,0,92.0,92,92,92.0,0,1,1,False
355,357,357,1.0,2,0,178.5,359,357,179.5,0,2,1,True
123,123,123,0.0,0,0,123.0,123,123,123.0,0,1,1,False
105,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
105,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
92,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
101,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
45,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
299,12,8,1.0,2,0,6.0,10,8,5.0,0,2,1,True
32,1,1,1.0,1,0,1.0,0,0,0.0,0,1,1,False
111,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
35,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
85,4,4,0.0,0,0,4.0,4,4,4.0,0,1,1,True
27,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
28,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
36,7,5,0.0,0,0,3.5,7,5,3.5,0,2,1,True
574,11,8,1.5,3,0,5.5,8,5,4.0,0,2,1,True
67,3,3,0.0,0,0,3.0,3,3,3.0,0,1,1,False
29,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
72,8,8,0.0,0,0,8.0,8,8,8.0,0,1,1,False
37,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
51,52,51,0.5,1,0,26.0,51,51,25.5,0,2,1,False
31,31,31,0.0,0,0,31.0,31,31,31.0,0,1,1,False
77,9,9,0.0,0,0,9.0,9,9,9.0,0,1,1,True
168,14,14,0.0,0,0,14.0,14,14,14.0,0,1,1,True
81,10,10,1.0,1,0,10.0,9,9,9.0,0,1,1,True
37,37,37,0.0,0,0,37.0,37,37,37.0,0,1,1,False
27,27,27,0.0,0,0,27.0,27,27,27.0,0,1,1,False
48,48,48,0.0,0,0,48.0,48,48,48.0,0,1,1,False
436,79,53,9.333333333333334,24,0,26.333333333333332,67,53,22.333333333333332,0,3,1,True
77,77,77,0.0,0,0,77.0,77,77,77.0,0,1,1,True
63,63,63,0.0,0,0,63.0,63,63,63.0,0,1,1,False
76,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
191,193,190,1.0,2,0,96.5,191,190,95.5,0,2,1,True
160,1,1,0.0,0,0,1.0,1,1,1.0,0,1,1,False
906,207,165,12.666666666666666,34,0,69.0,169,131,56.333333333333336,0,3,1,True
74,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
94,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
22,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
481,62,50,4.0,8,0,31.0,54,42,27.0,0,2,1,False
62,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
58,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
94,3,3,0.0,0,0,3.0,3,3,3.0,0,1,1,False
27,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
77,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
744,43,29,1.0,2,0,14.333333333333334,40,28,13.333333333333334,0,3,1,True
64,64,64,0.0,0,0,64.0,64,64,64.0,0,1,1,True
45,45,45,0.0,0,0,45.0,45,45,45.0,0,1,1,False
63,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
37,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
64,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
124,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
172,21,11,4.5,8,0,10.5,12,10,6.0,0,2,1,False
36,2,2,2.0,2,0,2.0,0,0,0.0,0,1,1,False
58,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
