ID,Size,Predicted,Actual
0,137,1.4769820361122107E-4,False
1,252,2.105566019126307E-4,False
2,532,0.9999999456070194,False
3,81,7.716341629411351E-5,False
4,157,0.32677622937049017,False
5,264,0.9999993633769318,False
6,113,0.007587598702758198,False
7,454,1.0,False
8,133,1.0,False
9,151,0.19791905062410073,False
10,147,0.14380038645029863,False
11,101,0.999999999329523,False
12,227,0.9742779417337812,False
13,352,1.0,False
14,204,0.9930886085730967,False
15,50,2.751162436240209E-4,False
16,162,0.4080984092362993,False
17,61,4.1875654513611745E-4,False
18,163,0.484064939839431,False
19,78,0.006464133678406246,False
20,448,1.0,False
21,179,0.8288710862760891,False
22,136,0.06174126604762894,False
23,167,0.5682716218033053,False
24,67,5.395223823649683E-4,False
25,137,0.062430267879453924,False
26,145,0.11416507369344032,False
27,87,0.0013630144539090794,False
28,85,0.0012935464674336604,False
29,178,0.9999999999999997,False
30,75,0.0011666916958908372,False
31,208,0.0991391947130454,False
32,57,3.396495146559138E-4,False
33,517,0.7346348408281723,False
34,570,1.0,False
35,148,0.18045850267071895,False
36,173,0.0048959158394575285,False
37,147,0.06529504205251192,False
38,208,0.965377956668938,False
39,54,1.7673611395230737E-4,False
40,38,1.932672173286676E-4,False
41,98,0.0029544909809917598,False
42,38,1.932672173286676E-4,False
43,94,0.002138403311638906,False
44,126,8.308316527416698E-5,False
45,78,7.66160363464049E-5,False
46,110,8.05267292023398E-5,False
47,80,7.66160363464049E-5,False
48,76,7.66160363464049E-5,False
49,41,7.38597117366363E-5,False
50,63,7.520943020842837E-5,False
51,106,7.976732616447151E-5,False
52,72,7.610839553713345E-5,False
53,86,7.716341629411351E-5,False
54,48,7.44613052983989E-5,True
55,63,7.520943020842837E-5,False
56,375,2.208554544335196E-4,True
57,66,5.161106288378769E-4,False
58,50,2.751162436240209E-4,False
59,39,2.0253669880570863E-4,False
60,37,1.9058537264526011E-4,False
61,80,0.001002796226067643,False
62,321,0.9999999999944506,False
63,118,0.012686863392929579,False
64,605,1.0,False
65,140,0.07467287904071937,False
66,361,0.9999999999999992,False
67,362,0.9999999999999993,False
68,187,0.9354929367277648,False
69,146,0.12408802915612012,False
70,186,0.918931207146072,False
71,138,0.062430267879453924,False
72,38,1.932672173286676E-4,False
73,37,1.9058537264526011E-4,False
74,120,0.013705891350821548,False
75,139,0.06792574180601262,False
76,852,1.0,False
77,33,1.77569061132413E-4,False
78,43,2.3206537747273622E-4,False
79,99,0.0031743402113375337,False
80,288,0.9999999948447932,False
81,131,8.403237855475135E-5,False
82,146,8.608507163045055E-5,False
83,208,1.7660027884861023E-4,False
84,150,8.719175308337939E-5,False
85,38,7.38597117366363E-5,False
86,43,7.414242721841773E-5,False
87,47,7.414242721841773E-5,False
88,32,7.361275498473963E-5,False
89,93,7.838066386171635E-5,False
90,113,8.05267292023398E-5,False
91,282,2.8003145929807627E-4,False
92,251,1.1893920053549443E-4,False
93,251,2.0658769407791907E-4,False
94,130,3.3279263374615277E-4,False
95,125,3.3279263374615277E-4,False
96,42,7.414242721841773E-5,False
97,106,1.412153766196038E-4,False
98,34,7.361275498473963E-5,False
99,53,7.481680272328415E-5,False
100,40,7.38597117366363E-5,False
101,98,7.905232735953365E-5,False
102,80,7.66160363464049E-5,False
103,39,7.38597117366363E-5,False
104,34,7.361275498473963E-5,False
105,38,7.38597117366363E-5,False
106,103,1.412153766196038E-4,False
107,536,1.0,True
108,46,7.414242721841773E-5,False
109,141,8.503249597778655E-5,False
110,106,1.412153766196038E-4,False
111,57,7.481680272328415E-5,False
112,210,1.0351541823211589E-4,False
113,525,6.275721831077313E-4,False
114,88,7.775133708158532E-5,False
115,833,0.015036845556719844,False
116,457,3.6365511497037664E-4,False
117,99,7.905232735953365E-5,False
118,151,8.719175308337939E-5,False
119,57,7.481680272328415E-5,False
120,1320,0.9999999988133211,True
121,39,7.38597117366363E-5,False
122,89,7.775133708158532E-5,False
123,100,7.905232735953365E-5,False
124,84,7.716341629411351E-5,False
125,662,0.002116371331598753,False
