ID,Size,Predicted,Actual
0,126,0.00491257371294372,False
1,22,0.004722802115194571,False
2,75,0.004679491510437767,False
3,131,0.004942796255708462,False
4,223,0.006254236158238654,False
5,40,0.004680517116365101,False
6,381,0.014435868570047741,False
7,46,0.004669092269379035,False
8,26,0.004709777473687071,False
9,66,0.0046685238450345475,False
10,95,0.004735292142879794,False
11,33,0.004698395941698916,False
12,103,0.004769205994753985,False
13,219,0.006167390570896275,False
14,328,0.010370481033382445,False
15,59,0.00466396104224318,False
16,376,0.014045335003741484,False
17,33,0.004698395941698916,False
18,36,0.004688645824030889,False
19,44,0.004674001488325429,False
20,70,0.004673204880756381,False
21,69,0.0046685238450345475,False
22,31,0.004698395941698916,False
23,27,0.004709777473687071,False
24,33,0.004698395941698916,False
25,27,0.004709777473687071,False
26,27,0.004709777473687071,False
27,40,0.004680517116365101,False
28,60,0.00466396104224318,False
29,69,0.0046685238450345475,False
30,85,0.004696908950862375,False
31,85,0.004696908950862375,False
32,86,0.00470805762006156,False
33,50,0.0046657844375665,False
34,125,0.00491257371294372,False
35,151,0.005122921723574939,False
36,242,0.0067414715262430515,False
37,47,0.004669092269379035,False
38,72,0.004673204880756381,False
39,51,0.0046657844375665,False
40,51,0.0046657844375665,False
41,106,0.004788710411076007,False
42,87,0.00470805762006156,False
43,80,0.00468739016935673,False
44,76,0.004679491510437767,False
45,41,0.004680517116365101,False
46,63,0.004665443615188607,False
47,55,0.004664074611017421,False
48,106,0.004788710411076007,False
49,72,0.004673204880756381,False
50,86,0.00470805762006156,False
51,55,0.004664074611017421,False
52,135,0.004974905283535711,False
53,63,0.004665443615188607,False
54,412,0.01818961598758592,False
55,533,0.05364159322329831,False
56,67,0.0046685238450345475,False
57,50,0.0046657844375665,False
58,39,0.004680517116365101,False
59,88,0.00470805762006156,False
60,37,0.004688645824030889,False
61,74,0.004679491510437767,False
62,79,0.00468739016935673,False
63,321,0.009905317638748048,False
64,631,0.1508647945063525,False
65,140,0.00500893490887566,False
66,318,0.00968548750393881,False
67,356,0.012306163113011366,False
68,187,0.005582716256331577,False
69,142,0.00504492143367633,False
70,186,0.005582716256331577,False
71,138,0.00500893490887566,False
72,36,0.004688645824030889,False
73,37,0.004688645824030889,False
74,120,0.004857662226213004,False
75,139,0.00500893490887566,False
76,852,0.8237410492827608,False
77,33,0.004698395941698916,False
78,43,0.004674001488325429,False
79,99,0.004751406048812824,False
80,288,0.008355671981261251,False
81,131,0.004942796255708462,True
82,146,0.0050829034131195045,False
83,204,0.0059261188890086984,False
84,150,0.005122921723574939,False
85,38,0.004680517116365101,False
86,43,0.004674001488325429,False
87,47,0.004669092269379035,False
88,32,0.004698395941698916,False
89,93,0.004735292142879794,False
90,93,0.004735292142879794,False
91,282,0.008034768497353613,False
92,251,0.006963380856039072,False
93,251,0.006963380856039072,False
94,130,0.004942796255708462,False
95,53,0.0046657844375665,False
96,125,0.00491257371294372,False
97,50,0.0046657844375665,False
98,106,0.004788710411076007,False
99,34,0.004688645824030889,False
100,66,0.0046685238450345475,False
101,40,0.004680517116365101,False
102,140,0.00500893490887566,False
103,84,0.004696908950862375,False
104,39,0.004680517116365101,False
105,34,0.004688645824030889,False
106,38,0.004680517116365101,False
107,149,0.005122921723574939,False
108,761,0.5120092046204147,True
109,46,0.004669092269379035,False
110,204,0.0059261188890086984,False
111,153,0.005165019634937066,False
112,57,0.004664074611017421,False
113,57,0.004664074611017421,False
114,1305,0.999999294009354,True
115,170,0.00535516090129557,True
116,339,0.01113740089515149,True
117,40,0.004680517116365101,False
118,90,0.004720847630360009,True
119,100,0.004751406048812824,False
120,84,0.004696908950862375,False
121,702,0.3159994778655827,False
122,392,0.01570463710950011,True
123,165,0.005304261224502774,False
124,159,0.0052092428875227135,False
125,332,0.10811941136456565,True
126,185,0.005582716256331577,False
127,68,0.0046685238450345475,False
128,277,0.00788296344255153,False
129,476,0.030690242737252356,True
130,101,0.004769205994753985,False
131,63,0.05180678347271484,False
132,79,0.00468739016935673,False
133,79,0.00468739016935673,False
134,149,0.005122921723574939,False
135,124,0.004884205672622173,True
136,119,0.004857662226213004,False
137,1779,1.0,True
138,670,1.0,True
139,81,0.00468739016935673,False
140,64,0.004665443615188607,False
141,119,0.004857662226213004,False
142,46,0.004669092269379035,False
143,81,0.00468739016935673,False
144,152,0.005122921723574939,False
145,72,0.004673204880756381,False
146,88,0.00470805762006156,False
147,94,0.004735292142879794,False
148,83,0.004696908950862375,False
149,74,0.004679491510437767,False
150,62,0.004665443615188607,False
151,85,0.004696908950862375,False
152,82,0.004696908950862375,False
153,75,0.004679491510437767,False
154,200,0.005851797144257392,False
155,81,0.00468739016935673,False
156,49,0.004669092269379035,False
157,64,0.004665443615188607,False
158,87,0.00470805762006156,False
159,79,0.00468739016935673,True
160,61,0.00466396104224318,False
161,101,0.004769205994753985,False
162,435,0.021926361780299043,True
163,284,0.008192265591159702,True
164,103,0.004769205994753985,False
165,29,0.004709777473687071,False
166,215,0.006083821959606153,True
167,71,0.004673204880756381,True
168,36,0.004688645824030889,False
169,82,0.004696908950862375,False
170,51,0.0046657844375665,False
171,173,0.005408395292947349,True
172,98,0.004751406048812824,False
173,174,0.005408395292947349,False
174,1302,0.9999921760240549,True
175,61,0.00466396104224318,False
176,47,0.004669092269379035,False
177,192,0.005711776453222053,False
178,414,0.17754690311906163,True
179,104,0.004769205994753985,False
180,1157,0.999969162636368,True
181,323,0.010133534028423314,True
182,852,0.9814120119263356,True
183,414,0.01875003825847319,False
184,45,0.004674001488325429,False
185,725,0.874085279118414,True
186,129,0.004942796255708462,False
187,256,0.007202368062872284,True
188,44,0.050379409932788694,False
189,452,0.02499130686621284,False
190,149,0.005122921723574939,False
191,112,0.004809939543412939,False
192,140,0.00500893490887566,True
193,81,0.00468739016935673,False
194,274,0.007736642849285664,True
195,124,0.004884205672622173,False
196,68,0.0046685238450345475,False
197,192,0.06094385485472443,True
198,123,0.004884205672622173,False
199,171,0.00535516090129557,False
200,483,0.03294350163501784,True
201,127,0.00491257371294372,False
202,961,0.9976015807036599,True
203,147,0.0050829034131195045,False
204,110,0.004809939543412939,False
205,128,0.00491257371294372,False
206,93,0.004735292142879794,False
207,82,0.004696908950862375,False
208,139,0.00500893490887566,False
209,59,0.00466396104224318,False
210,117,0.004857662226213004,False
211,418,0.019333904302547174,False
212,77,0.004679491510437767,False
213,70,0.004673204880756381,False
214,148,0.0050829034131195045,False
215,250,0.006963380856039072,False
216,661,0.20271010635774575,False
217,365,0.013367926378148536,True
218,66,0.0046685238450345475,False
219,120,0.004857662226213004,False
220,326,0.010133534028423314,False
221,54,0.004664074611017421,False
222,972,0.9790225207056419,True
223,185,0.005582716256331577,True
224,27,0.004709777473687071,False
225,901,0.9925441685589272,True
226,167,0.005304261224502774,True
227,50,0.0046657844375665,False
228,41,0.004680517116365101,False
229,113,0.004832915487322381,True
230,160,0.0052092428875227135,False
231,904,0.9999997562656219,True
232,53,0.05029490150232459,True
233,293,0.008525215072763787,False
234,42,0.004674001488325429,False
235,31,0.004698395941698916,False
236,36,0.004688645824030889,False
237,177,0.0054640238185193245,False
238,482,0.03294350163501784,True
239,622,0.1328173612996125,True
240,96,0.004735292142879794,False
241,34,0.004688645824030889,False
242,144,0.00504492143367633,False
243,79,0.00468739016935673,False
244,77,0.004679491510437767,False
245,134,0.004974905283535711,False
246,37,0.004688645824030889,False
247,127,0.00491257371294372,True
248,115,0.004832915487322381,False
249,93,0.05100932475909648,False
250,44,0.004674001488325429,False
251,884,0.8980697396557432,True
252,34,0.004688645824030889,False
253,1123,0.9999302477703753,True
254,411,0.01818961598758592,False
255,162,0.005255639773706332,False
256,68,0.0046685238450345475,False
257,59,0.00466396104224318,False
258,38,0.004680517116365101,False
259,129,0.05313633171579056,True
260,144,0.00504492143367633,False
261,45,0.004674001488325429,False
262,33,0.004698395941698916,False
263,80,0.00468739016935673,False
264,38,0.004680517116365101,False
265,33,0.004698395941698916,False
266,57,0.004664074611017421,False
267,106,0.004788710411076007,False
268,271,0.007736642849285664,False
269,57,0.004664074611017421,False
270,33,0.004698395941698916,False
271,141,0.00504492143367633,False
272,82,0.004696908950862375,False
273,34,0.004688645824030889,False
274,177,0.0054640238185193245,False
275,37,0.004688645824030889,False
276,461,0.027657103435517565,False
277,84,0.004696908950862375,False
278,38,0.004680517116365101,False
279,193,0.005711776453222053,False
280,295,0.008701132911380683,False
281,110,0.004809939543412939,False
282,38,0.004680517116365101,False
283,313,0.009473714914765986,False
