ID,Size,Predicted,Actual
0,126,2.1507226428079834E-5,False
1,22,4.301260269258893E-5,False
2,75,2.3161551823972205E-5,False
3,131,2.1507226428079834E-5,False
4,223,7.526719855486978E-5,False
5,40,9.713170087321399E-6,False
6,381,7.526719855486978E-5,False
7,46,0.05883915761880303,False
8,26,2.5091584282631606E-5,False
9,66,1.5055252777694139E-5,False
10,95,6.021557174685374E-5,False
11,33,4.301593310162084E-6,False
12,103,1.5847609388123803E-5,False
13,219,1.0035122930255896E-4,False
14,328,1.5051173991571343E-4,False
15,59,0.10002408767915212,False
16,376,0.33336678374310086,False
17,33,4.301593310162084E-6,False
18,36,8.856140848064048E-6,False
19,44,1.672800267648043E-5,False
20,70,1.4338356537573664E-5,False
21,69,0.4285734769080768,False
22,31,1.4338356537573664E-5,False
23,27,1.2044274753995688E-5,False
24,33,4.301593310162084E-6,False
25,27,1.2044274753995688E-5,False
26,27,1.2044274753995688E-5,False
27,40,9.713170087321399E-6,False
28,60,2.0073468896159946E-5,False
29,69,0.4285734769080768,False
30,85,0.10527566916530642,False
31,85,0.10527566916530642,False
32,86,0.06668406367304335,False
33,50,8.603112606140902E-6,False
34,125,0.06251646655877151,False
35,151,1.5847609388123803E-5,False
36,242,0.33336678374310086,False
37,47,1.003693592420106E-5,False
38,72,0.0487871154425211,False
39,51,2.5091584282631606E-5,False
40,51,2.5091584282631606E-5,False
41,106,8.856140848064048E-6,False
42,87,2.0073468896159946E-5,False
43,80,0.04167816726469777,False
44,76,1.368663089893792E-5,False
45,41,1.038302997580754E-5,False
46,63,1.158104414694029E-5,False
47,55,1.5055252777694139E-5,False
48,106,8.856140848064048E-6,False
49,72,0.0487871154425211,False
50,86,0.06668406367304335,False
51,55,1.5055252777694139E-5,False
52,135,1.5051173991571343E-4,False
53,63,1.158104414694029E-5,False
54,412,7.526719855486978E-5,False
55,533,1.5051173991571343E-4,False
56,67,3.0109598940142117E-5,False
57,50,8.603112606140902E-6,False
58,39,8.603112606140902E-6,False
59,88,1.4338356537573664E-5,False
60,37,6.691335389803744E-6,False
61,74,0.07694267515923567,False
62,79,1.5847609388123803E-5,False
63,321,4.301260269258893E-5,False
64,631,3.009328919650918E-4,False
65,140,1.8818924310286427E-5,False
66,318,0.5,False
67,356,3.009328919650918E-4,False
68,187,0.10002408767915212,False
69,142,5.0180650341228424E-5,False
70,186,3.763643206624012E-5,False
71,138,1.77119679767619E-5,False
72,36,8.856140848064048E-6,False
73,37,6.691335389803744E-6,False
74,120,0.05883915761880303,False
75,139,3.0109598940142117E-5,False
76,852,4.301260269258893E-5,False
77,33,4.301593310162084E-6,False
78,43,1.3091575571119986E-5,False
79,99,1.5847609388123803E-5,False
80,288,4.301260269258893E-5,False
81,131,2.1507226428079834E-5,True
82,146,0.21053549072122474,False
83,204,2.737251252292448E-5,False
84,150,3.0109598940142117E-5,False
85,38,4.301593310162084E-6,False
86,43,1.3091575571119986E-5,False
87,47,1.003693592420106E-5,False
88,32,0.05883915761880303,False
89,93,2.1507226428079834E-5,False
90,93,2.1507226428079834E-5,False
91,282,3.763643206624012E-5,False
92,251,1.5847609388123803E-5,False
93,251,1.5847609388123803E-5,False
94,130,3.763643206624012E-5,False
95,53,1.038302997580754E-5,False
96,125,0.06251646655877151,False
97,50,8.603112606140902E-6,False
98,106,8.856140848064048E-6,False
99,34,6.40660136204345E-6,False
100,66,1.5055252777694139E-5,False
101,40,9.713170087321399E-6,False
102,140,1.8818924310286427E-5,False
103,84,1.5055252777694139E-5,False
104,39,8.603112606140902E-6,False
105,34,6.40660136204345E-6,False
106,38,4.301593310162084E-6,False
107,149,0.14287250516173436,False
108,761,1.5051173991571343E-4,True
