ID,Size,Predicted,Actual
0,126,2.5091584282631606E-5,False
1,22,6.021557174685374E-5,False
2,75,2.737251252292448E-5,False
3,131,2.3161551823972205E-5,False
4,223,7.526719855486978E-5,False
5,40,1.038302997580754E-5,False
6,381,7.526719855486978E-5,False
7,46,2.1507226428079834E-5,False
8,26,2.737251252292448E-5,False
9,66,1.77119679767619E-5,False
10,95,7.526719855486978E-5,False
11,33,4.779543553590632E-6,False
12,103,1.8818924310286427E-5,False
13,219,1.0035122930255896E-4,False
14,328,1.5051173991571343E-4,False
15,59,0.1250282273240497,False
16,376,0.33336678374310086,False
17,33,4.779543553590632E-6,False
18,36,1.003693592420106E-5,False
19,44,1.8818924310286427E-5,False
20,70,2.0073468896159946E-5,False
21,69,0.4736850446110204,False
22,31,1.77119679767619E-5,False
23,27,1.5847609388123803E-5,False
24,33,4.779543553590632E-6,False
25,27,1.5847609388123803E-5,False
26,27,1.5847609388123803E-5,False
27,40,1.038302997580754E-5,False
28,60,2.5091584282631606E-5,False
29,69,0.4736850446110204,False
30,85,0.1333480538771905,False
31,85,0.1333480538771905,False
32,86,0.07144700619408122,False
33,50,1.003693592420106E-5,False
34,125,0.06668406367304335,False
35,151,1.672800267648043E-5,False
36,242,0.33336678374310086,False
37,47,1.1152126152851041E-5,False
38,72,0.054061312347919506,False
39,51,3.0109598940142117E-5,False
40,51,3.0109598940142117E-5,False
41,106,9.409639234431752E-6,False
42,87,2.737251252292448E-5,False
43,80,1.5055252777694139E-5,False
44,76,1.5055252777694139E-5,False
45,41,1.2044274753995688E-5,False
46,63,1.4338356537573664E-5,False
47,55,1.672800267648043E-5,False
48,106,9.409639234431752E-6,False
49,72,0.054061312347919506,False
50,86,0.07144700619408122,False
51,55,1.672800267648043E-5,False
52,135,1.5051173991571343E-4,False
53,63,1.4338356537573664E-5,False
54,412,7.526719855486978E-5,False
55,533,3.009328919650918E-4,False
56,67,3.345488608611288E-5,False
57,50,1.003693592420106E-5,False
58,39,9.409639234431752E-6,False
59,88,1.5847609388123803E-5,False
60,37,8.138087061255382E-6,False
61,74,0.1250282273240497,False
62,79,1.672800267648043E-5,False
63,321,5.0180650341228424E-5,False
64,631,3.009328919650918E-4,False
65,140,2.3161551823972205E-5,False
66,318,0.5,False
67,356,3.009328919650918E-4,False
68,187,0.1250282273240497,False
69,142,5.0180650341228424E-5,False
70,186,4.301260269258893E-5,False
71,138,2.1507226428079834E-5,False
72,36,1.003693592420106E-5,False
73,37,8.138087061255382E-6,False
74,120,0.06668406367304335,False
75,139,3.345488608611288E-5,False
76,852,5.0180650341228424E-5,False
77,33,4.779543553590632E-6,False
78,43,1.5055252777694139E-5,False
79,99,1.672800267648043E-5,False
80,288,5.0180650341228424E-5,False
81,131,2.3161551823972205E-5,True
82,146,0.18751176182769394,False
83,204,3.0109598940142117E-5,False
84,150,3.0109598940142117E-5,False
85,38,4.936248352527112E-6,False
86,43,1.5055252777694139E-5,False
87,47,1.1152126152851041E-5,False
88,32,2.1507226428079834E-5,False
89,93,2.3161551823972205E-5,False
90,93,2.3161551823972205E-5,False
91,282,3.763643206624012E-5,False
92,251,1.5847609388123803E-5,False
93,251,1.5847609388123803E-5,False
94,130,4.301260269258893E-5,False
95,53,1.158104414694029E-5,False
96,125,0.06668406367304335,False
97,50,1.003693592420106E-5,False
98,106,9.409639234431752E-6,False
99,34,6.843409112683575E-6,False
100,66,1.77119679767619E-5,False
101,40,1.038302997580754E-5,False
102,140,2.3161551823972205E-5,False
103,84,1.8818924310286427E-5,False
104,39,9.409639234431752E-6,False
105,34,6.843409112683575E-6,False
106,38,4.936248352527112E-6,False
107,149,2.737251252292448E-5,False
108,761,1.5051173991571343E-4,True
109,46,2.1507226428079834E-5,False
110,204,3.0109598940142117E-5,False
111,153,4.301260269258893E-5,False
112,57,1.003693592420106E-5,False
113,57,1.003693592420106E-5,False
114,1301,3.009328919650918E-4,True
115,170,0.28573271968686825,True
116,339,1.5051173991571343E-4,True
117,40,1.038302997580754E-5,False
118,90,1.5051173991571343E-4,True
119,100,2.737251252292448E-5,False
120,84,1.8818924310286427E-5,False
121,702,0.999699067108035,False
122,392,0.999699067108035,True
123,165,7.526719855486978E-5,False
124,159,0.25003763359927744,False
125,305,0.33336678374310086,True
126,185,0.999699067108035,False
127,68,0.03334270114019593,False
128,277,1.5051173991571343E-4,False
129,476,1.5051173991571343E-4,True
130,101,1.8818924310286427E-5,False
131,63,3.009328919650918E-4,True
132,79,1.672800267648043E-5,False
133,79,1.672800267648043E-5,False
134,149,2.737251252292448E-5,False
135,124,0.11113713157806698,True
136,119,4.301260269258893E-5,False
137,1764,0.999699067108035,True
138,875,3.009328919650918E-4,True
139,87,2.737251252292448E-5,False
140,79,1.672800267648043E-5,True
141,61,3.0109598940142117E-5,False
142,101,1.8818924310286427E-5,False
143,435,3.009328919650918E-4,True
144,284,1.5051173991571343E-4,False
145,103,1.8818924310286427E-5,False
146,29,1.8818924310286427E-5,False
147,215,1.5051173991571343E-4,True
148,71,1.5051173991571343E-4,True
149,36,1.003693592420106E-5,False
150,82,1.2546106943015583E-5,False
151,51,3.0109598940142117E-5,False
152,173,3.763643206624012E-5,True
153,98,1.672800267648043E-5,False
154,174,1.5051173991571343E-4,False
155,1311,3.009328919650918E-4,False
156,61,3.0109598940142117E-5,False
157,47,1.1152126152851041E-5,False
158,192,3.763643206624012E-5,False
159,413,0.999699067108035,True
160,104,6.021557174685374E-5,False
161,1157,0.999699067108035,True
162,323,3.009328919650918E-4,True
163,852,0.999699067108035,True
164,414,3.009328919650918E-4,False
165,45,1.1152126152851041E-5,False
166,717,0.999699067108035,True
167,129,2.3161551823972205E-5,False
168,256,1.5051173991571343E-4,True
169,37,8.138087061255382E-6,True
170,452,1.5051173991571343E-4,False
171,149,3.009328919650918E-4,False
172,112,0.2500188182160331,False
173,140,3.009328919650918E-4,True
174,81,0.05264575838734728,False
175,274,1.0035122930255896E-4,True
176,68,0.03334270114019593,False
177,190,1.5051173991571343E-4,True
178,123,4.301260269258893E-5,False
179,171,1.5051173991571343E-4,False
180,483,1.5051173991571343E-4,True
181,127,4.301260269258893E-5,False
182,958,0.999699067108035,True
183,147,3.009328919650918E-4,False
184,110,3.009328919650918E-4,False
