DATASET,#TRAINING_RELEASES,%TRAINING_INSTANCES,CLASSIFIER,FEATURE_SELECTION,BALANCING,COST_SENSITIVE,PRECISION,RECALL,AUC,KAPPA,TRUE_POSITIVE,FALSE_POSITIVE,TRUE_NEGATIVE,FALSE_NEGATIVE
ZOOKEEPER,10,83.84676145339652,IBK,BEST_FIRST_BACKWARD,SMOTE,SENSITIVE_LEARNING,0.19672131147540983,0.26666666666666666,0.566025641025641,0.11425100359180214,12.0,49.0,315.0,33.0
ZOOKEEPER,10,83.84676145339652,IBK,BEST_FIRST_BACKWARD,SMOTE,NONE,0.28205128205128205,0.24444444444444444,0.6812271062271062,0.17791609933216626,11.0,28.0,336.0,34.0
ZOOKEEPER,10,83.84676145339652,IBK,BEST_FIRST_BACKWARD,UNDERSAMPLING,SENSITIVE_LEARNING,0.18072289156626506,0.6666666666666666,0.6465201465201466,0.13453103322636245,30.0,136.0,228.0,15.0
ZOOKEEPER,10,83.84676145339652,IBK,BEST_FIRST_BACKWARD,UNDERSAMPLING,NONE,0.19424460431654678,0.6,0.6851648351648352,0.1526153061549739,27.0,112.0,252.0,18.0
ZOOKEEPER,11,90.62276306370795,IBK,BEST_FIRST_FORWARD,OVERSAMPLING,SENSITIVE_LEARNING,0.32,0.3902439024390244,0.6181988742964353,0.2169992908519906,16.0,34.0,187.0,25.0
ZOOKEEPER,11,90.62276306370795,IBK,BEST_FIRST_FORWARD,OVERSAMPLING,NONE,0.3902439024390244,0.3902439024390244,0.7323143140933672,0.27712173049332306,16.0,25.0,196.0,25.0
ZOOKEEPER,11,90.62276306370795,IBK,BEST_FIRST_FORWARD,SMOTE,SENSITIVE_LEARNING,0.3684210526315789,0.5121951219512195,0.6746495971747047,0.3013998666793637,21.0,36.0,185.0,20.0
ZOOKEEPER,11,90.62276306370795,IBK,BEST_FIRST_FORWARD,SMOTE,NONE,0.4117647058823529,0.5121951219512195,0.7880476768568591,0.34243549844393145,21.0,30.0,191.0,20.0
ZOOKEEPER,11,90.62276306370795,IBK,BEST_FIRST_FORWARD,UNDERSAMPLING,SENSITIVE_LEARNING,0.3008849557522124,0.8292682926829268,0.7359011146672553,0.275078823756515,34.0,79.0,142.0,7.0
ZOOKEEPER,11,90.62276306370795,IBK,BEST_FIRST_FORWARD,UNDERSAMPLING,NONE,0.3269230769230769,0.8292682926829268,0.7837435161681934,0.31525354694182345,34.0,70.0,151.0,7.0
ZOOKEEPER,11,90.62276306370795,IBK,BEST_FIRST_BACKWARD,OVERSAMPLING,SENSITIVE_LEARNING,0.32,0.3902439024390244,0.6181988742964353,0.2169992908519906,16.0,34.0,187.0,25.0
ZOOKEEPER,11,90.62276306370795,IBK,BEST_FIRST_BACKWARD,OVERSAMPLING,NONE,0.3902439024390244,0.3902439024390244,0.7323143140933672,0.27712173049332306,16.0,25.0,196.0,25.0
ZOOKEEPER,11,90.62276306370795,IBK,BEST_FIRST_BACKWARD,SMOTE,SENSITIVE_LEARNING,0.3684210526315789,0.5121951219512195,0.6746495971747047,0.3013998666793637,21.0,36.0,185.0,20.0
ZOOKEEPER,11,90.62276306370795,IBK,BEST_FIRST_BACKWARD,SMOTE,NONE,0.4117647058823529,0.5121951219512195,0.7880476768568591,0.34243549844393145,21.0,30.0,191.0,20.0
ZOOKEEPER,11,90.62276306370795,IBK,BEST_FIRST_BACKWARD,UNDERSAMPLING,SENSITIVE_LEARNING,0.3008849557522124,0.8292682926829268,0.7359011146672553,0.275078823756515,34.0,79.0,142.0,7.0
ZOOKEEPER,11,90.62276306370795,IBK,BEST_FIRST_BACKWARD,UNDERSAMPLING,NONE,0.3269230769230769,0.8292682926829268,0.7837435161681934,0.31525354694182345,34.0,70.0,151.0,7.0
ZOOKEEPER,12,91.39679424272163,IBK,BEST_FIRST_FORWARD,OVERSAMPLING,SENSITIVE_LEARNING,0.26865671641791045,0.4186046511627907,0.597938689217759,0.15996201657458586,18.0,49.0,171.0,25.0
ZOOKEEPER,12,91.39679424272163,IBK,BEST_FIRST_FORWARD,OVERSAMPLING,NONE,0.3404255319148936,0.37209302325581395,0.7554439746300211,0.22284491542694107,16.0,31.0,189.0,27.0
ZOOKEEPER,12,91.39679424272163,IBK,BEST_FIRST_FORWARD,SMOTE,SENSITIVE_LEARNING,0.296875,0.4418604651162791,0.6186575052854123,0.19834783761099087,19.0,45.0,175.0,24.0
ZOOKEEPER,12,91.39679424272163,IBK,BEST_FIRST_FORWARD,SMOTE,NONE,0.3617021276595745,0.3953488372093023,0.766860465116279,0.24964336661911535,17.0,30.0,190.0,26.0
ZOOKEEPER,12,91.39679424272163,IBK,BEST_FIRST_FORWARD,UNDERSAMPLING,SENSITIVE_LEARNING,0.28695652173913044,0.7674418604651163,0.6973572938689218,0.23585144012127346,33.0,82.0,138.0,10.0
ZOOKEEPER,12,91.39679424272163,IBK,BEST_FIRST_FORWARD,UNDERSAMPLING,NONE,0.3111111111111111,0.6511627906976745,0.7562367864693446,0.2565439259884726,28.0,62.0,158.0,15.0
ZOOKEEPER,12,91.39679424272163,IBK,BEST_FIRST_BACKWARD,OVERSAMPLING,SENSITIVE_LEARNING,0.26865671641791045,0.4186046511627907,0.597938689217759,0.15996201657458586,18.0,49.0,171.0,25.0
ZOOKEEPER,12,91.39679424272163,IBK,BEST_FIRST_BACKWARD,OVERSAMPLING,NONE,0.3404255319148936,0.37209302325581395,0.7554439746300211,0.22284491542694107,16.0,31.0,189.0,27.0
ZOOKEEPER,12,91.39679424272163,IBK,BEST_FIRST_BACKWARD,SMOTE,SENSITIVE_LEARNING,0.296875,0.4418604651162791,0.6186575052854123,0.19834783761099087,19.0,45.0,175.0,24.0
ZOOKEEPER,12,91.39679424272163,IBK,BEST_FIRST_BACKWARD,SMOTE,NONE,0.3617021276595745,0.3953488372093023,0.766860465116279,0.24964336661911535,17.0,30.0,190.0,26.0
ZOOKEEPER,12,91.39679424272163,IBK,BEST_FIRST_BACKWARD,UNDERSAMPLING,SENSITIVE_LEARNING,0.28695652173913044,0.7674418604651163,0.6973572938689218,0.23585144012127346,33.0,82.0,138.0,10.0
ZOOKEEPER,12,91.39679424272163,IBK,BEST_FIRST_BACKWARD,UNDERSAMPLING,NONE,0.3111111111111111,0.6511627906976745,0.7562367864693446,0.2565439259884726,28.0,62.0,158.0,15.0
ZOOKEEPER,13,92.05058717253839,IBK,BEST_FIRST_FORWARD,OVERSAMPLING,SENSITIVE_LEARNING,0.22448979591836735,0.22448979591836735,0.5238728049359278,0.04774560987185581,11.0,38.0,177.0,38.0
ZOOKEEPER,13,92.05058717253839,IBK,BEST_FIRST_FORWARD,OVERSAMPLING,NONE,0.25,0.20408163265306123,0.7261509254864736,0.06947282386595845,10.0,30.0,185.0,39.0
ZOOKEEPER,13,92.05058717253839,IBK,BEST_FIRST_FORWARD,SMOTE,SENSITIVE_LEARNING,0.3055555555555556,0.22448979591836735,0.5541053630754628,0.1205583756345178,11.0,25.0,190.0,38.0
ZOOKEEPER,13,92.05058717253839,IBK,BEST_FIRST_FORWARD,SMOTE,NONE,0.45,0.1836734693877551,0.753061224489796,0.17175196850393676,9.0,11.0,204.0,40.0
ZOOKEEPER,13,92.05058717253839,IBK,BEST_FIRST_FORWARD,UNDERSAMPLING,SENSITIVE_LEARNING,0.2653061224489796,0.5306122448979592,0.5978642619838633,0.14121353239282294,26.0,72.0,143.0,23.0
ZOOKEEPER,13,92.05058717253839,IBK,BEST_FIRST_FORWARD,UNDERSAMPLING,NONE,0.30666666666666664,0.46938775510204084,0.6956810631229235,0.1888442448593715,23.0,52.0,163.0,26.0
ZOOKEEPER,13,92.05058717253839,IBK,BEST_FIRST_BACKWARD,OVERSAMPLING,SENSITIVE_LEARNING,0.22448979591836735,0.22448979591836735,0.5238728049359278,0.04774560987185581,11.0,38.0,177.0,38.0
ZOOKEEPER,13,92.05058717253839,IBK,BEST_FIRST_BACKWARD,OVERSAMPLING,NONE,0.25,0.20408163265306123,0.7261509254864736,0.06947282386595845,10.0,30.0,185.0,39.0
ZOOKEEPER,13,92.05058717253839,IBK,BEST_FIRST_BACKWARD,SMOTE,SENSITIVE_LEARNING,0.3055555555555556,0.22448979591836735,0.5541053630754628,0.1205583756345178,11.0,25.0,190.0,38.0
ZOOKEEPER,13,92.05058717253839,IBK,BEST_FIRST_BACKWARD,SMOTE,NONE,0.45,0.1836734693877551,0.753061224489796,0.17175196850393676,9.0,11.0,204.0,40.0
ZOOKEEPER,13,92.05058717253839,IBK,BEST_FIRST_BACKWARD,UNDERSAMPLING,SENSITIVE_LEARNING,0.2653061224489796,0.5306122448979592,0.5978642619838633,0.14121353239282294,26.0,72.0,143.0,23.0
ZOOKEEPER,13,92.05058717253839,IBK,BEST_FIRST_BACKWARD,UNDERSAMPLING,NONE,0.30666666666666664,0.46938775510204084,0.6956810631229235,0.1888442448593715,23.0,52.0,163.0,26.0
ZOOKEEPER,14,92.63598326359832,IBK,BEST_FIRST_FORWARD,OVERSAMPLING,SENSITIVE_LEARNING,0.2459016393442623,0.3333333333333333,0.5616438356164384,0.10802880768204856,15.0,46.0,173.0,30.0
ZOOKEEPER,14,92.63598326359832,IBK,BEST_FIRST_FORWARD,OVERSAMPLING,NONE,0.4,0.3111111111111111,0.7450532724505328,0.23606010016694484,14.0,21.0,198.0,31.0
ZOOKEEPER,14,92.63598326359832,IBK,BEST_FIRST_FORWARD,SMOTE,SENSITIVE_LEARNING,0.3,0.26666666666666666,0.5694063926940639,0.14522292993630584,12.0,28.0,191.0,33.0
ZOOKEEPER,14,92.63598326359832,IBK,BEST_FIRST_FORWARD,SMOTE,NONE,0.5,0.2,0.7570268899036022,0.20863309352518022,9.0,9.0,210.0,36.0
ZOOKEEPER,14,92.63598326359832,IBK,BEST_FIRST_FORWARD,UNDERSAMPLING,SENSITIVE_LEARNING,0.27956989247311825,0.5777777777777777,0.6359208523592085,0.19093435963224278,26.0,67.0,152.0,19.0
ZOOKEEPER,14,92.63598326359832,IBK,BEST_FIRST_FORWARD,UNDERSAMPLING,NONE,0.3466666666666667,0.5777777777777777,0.7083713850837139,0.27990373044524675,26.0,49.0,170.0,19.0
ZOOKEEPER,14,92.63598326359832,IBK,BEST_FIRST_BACKWARD,OVERSAMPLING,SENSITIVE_LEARNING,0.2459016393442623,0.3333333333333333,0.5616438356164384,0.10802880768204856,15.0,46.0,173.0,30.0
ZOOKEEPER,14,92.63598326359832,IBK,BEST_FIRST_BACKWARD,OVERSAMPLING,NONE,0.4,0.3111111111111111,0.7450532724505328,0.23606010016694484,14.0,21.0,198.0,31.0
ZOOKEEPER,14,92.63598326359832,IBK,BEST_FIRST_BACKWARD,SMOTE,SENSITIVE_LEARNING,0.3,0.26666666666666666,0.5694063926940639,0.14522292993630584,12.0,28.0,191.0,33.0
ZOOKEEPER,14,92.63598326359832,IBK,BEST_FIRST_BACKWARD,SMOTE,NONE,0.5,0.2,0.7570268899036022,0.20863309352518022,9.0,9.0,210.0,36.0
ZOOKEEPER,14,92.63598326359832,IBK,BEST_FIRST_BACKWARD,UNDERSAMPLING,SENSITIVE_LEARNING,0.27956989247311825,0.5777777777777777,0.6359208523592085,0.19093435963224278,26.0,67.0,152.0,19.0
ZOOKEEPER,14,92.63598326359832,IBK,BEST_FIRST_BACKWARD,UNDERSAMPLING,NONE,0.3466666666666667,0.5777777777777777,0.7083713850837139,0.27990373044524675,26.0,49.0,170.0,19.0
ZOOKEEPER,15,92.65960196433187,IBK,BEST_FIRST_FORWARD,OVERSAMPLING,SENSITIVE_LEARNING,0.21794871794871795,0.38636363636363635,0.5660984848484848,0.10048949035416069,17.0,61.0,179.0,27.0
ZOOKEEPER,15,92.65960196433187,IBK,BEST_FIRST_FORWARD,OVERSAMPLING,NONE,0.425,0.38636363636363635,0.7528409090909091,0.3017309205350119,17.0,23.0,217.0,27.0
ZOOKEEPER,15,92.65960196433187,IBK,BEST_FIRST_FORWARD,SMOTE,SENSITIVE_LEARNING,0.3333333333333333,0.4090909090909091,0.6295454545454545,0.23708838821490447,18.0,36.0,204.0,26.0
ZOOKEEPER,15,92.65960196433187,IBK,BEST_FIRST_FORWARD,SMOTE,NONE,0.625,0.3409090909090909,0.7958333333333333,0.3725581395348834,15.0,9.0,231.0,29.0
ZOOKEEPER,15,92.65960196433187,IBK,BEST_FIRST_FORWARD,UNDERSAMPLING,SENSITIVE_LEARNING,0.26495726495726496,0.7045454545454546,0.6731060606060606,0.20639042565202678,31.0,86.0,154.0,13.0
ZOOKEEPER,15,92.65960196433187,IBK,BEST_FIRST_FORWARD,UNDERSAMPLING,NONE,0.3010752688172043,0.6363636363636364,0.7609848484848485,0.251269365967973,28.0,65.0,175.0,16.0
ZOOKEEPER,15,92.65960196433187,IBK,BEST_FIRST_BACKWARD,OVERSAMPLING,SENSITIVE_LEARNING,0.21794871794871795,0.38636363636363635,0.5660984848484848,0.10048949035416069,17.0,61.0,179.0,27.0
ZOOKEEPER,15,92.65960196433187,IBK,BEST_FIRST_BACKWARD,OVERSAMPLING,NONE,0.425,0.38636363636363635,0.7528409090909091,0.3017309205350119,17.0,23.0,217.0,27.0
ZOOKEEPER,15,92.65960196433187,IBK,BEST_FIRST_BACKWARD,SMOTE,SENSITIVE_LEARNING,0.3333333333333333,0.4090909090909091,0.6295454545454545,0.23708838821490447,18.0,36.0,204.0,26.0
ZOOKEEPER,15,92.65960196433187,IBK,BEST_FIRST_BACKWARD,SMOTE,NONE,0.625,0.3409090909090909,0.7958333333333333,0.3725581395348834,15.0,9.0,231.0,29.0
ZOOKEEPER,15,92.65960196433187,IBK,BEST_FIRST_BACKWARD,UNDERSAMPLING,SENSITIVE_LEARNING,0.26495726495726496,0.7045454545454546,0.6731060606060606,0.20639042565202678,31.0,86.0,154.0,13.0
ZOOKEEPER,15,92.65960196433187,IBK,BEST_FIRST_BACKWARD,UNDERSAMPLING,NONE,0.3010752688172043,0.6363636363636364,0.7609848484848485,0.251269365967973,28.0,65.0,175.0,16.0
ZOOKEEPER,16,93.09432146294515,IBK,BEST_FIRST_FORWARD,OVERSAMPLING,SENSITIVE_LEARNING,0.24691358024691357,0.46511627906976744,0.6075581395348837,0.15771085179232758,20.0,61.0,183.0,23.0
ZOOKEEPER,16,93.09432146294515,IBK,BEST_FIRST_FORWARD,OVERSAMPLING,NONE,0.3389830508474576,0.46511627906976744,0.7761627906976745,0.2647107438016529,20.0,39.0,205.0,23.0
ZOOKEEPER,16,93.09432146294515,IBK,BEST_FIRST_FORWARD,SMOTE,SENSITIVE_LEARNING,0.3076923076923077,0.46511627906976744,0.6403450247807854,0.23183499960639214,20.0,45.0,199.0,23.0
ZOOKEEPER,16,93.09432146294515,IBK,BEST_FIRST_FORWARD,SMOTE,NONE,0.5769230769230769,0.3488372093023256,0.7733987800228745,0.36283941481186305,15.0,11.0,233.0,28.0
ZOOKEEPER,16,93.09432146294515,IBK,BEST_FIRST_FORWARD,UNDERSAMPLING,SENSITIVE_LEARNING,0.22608695652173913,0.6046511627906976,0.619948532215021,0.1419787906137186,26.0,89.0,155.0,17.0
ZOOKEEPER,16,93.09432146294515,IBK,BEST_FIRST_FORWARD,UNDERSAMPLING,NONE,0.3142857142857143,0.5116279069767442,0.7186904308044224,0.2501987808110257,22.0,48.0,196.0,21.0
ZOOKEEPER,16,93.09432146294515,IBK,BEST_FIRST_BACKWARD,OVERSAMPLING,SENSITIVE_LEARNING,0.24691358024691357,0.46511627906976744,0.6075581395348837,0.15771085179232758,20.0,61.0,183.0,23.0
ZOOKEEPER,16,93.09432146294515,IBK,BEST_FIRST_BACKWARD,OVERSAMPLING,NONE,0.3389830508474576,0.46511627906976744,0.7761627906976745,0.2647107438016529,20.0,39.0,205.0,23.0
ZOOKEEPER,16,93.09432146294515,IBK,BEST_FIRST_BACKWARD,SMOTE,SENSITIVE_LEARNING,0.3076923076923077,0.46511627906976744,0.6403450247807854,0.23183499960639214,20.0,45.0,199.0,23.0
ZOOKEEPER,16,93.09432146294515,IBK,BEST_FIRST_BACKWARD,SMOTE,NONE,0.5769230769230769,0.3488372093023256,0.7733987800228745,0.36283941481186305,15.0,11.0,233.0,28.0
ZOOKEEPER,16,93.09432146294515,IBK,BEST_FIRST_BACKWARD,UNDERSAMPLING,SENSITIVE_LEARNING,0.22608695652173913,0.6046511627906976,0.619948532215021,0.1419787906137186,26.0,89.0,155.0,17.0
ZOOKEEPER,16,93.09432146294515,IBK,BEST_FIRST_BACKWARD,UNDERSAMPLING,NONE,0.3142857142857143,0.5116279069767442,0.7186904308044224,0.2501987808110257,22.0,48.0,196.0,21.0
ZOOKEEPER,17,93.54040063020481,IBK,BEST_FIRST_FORWARD,OVERSAMPLING,SENSITIVE_LEARNING,0.16091954022988506,0.3181818181818182,0.5088851477740367,0.012691626866170093,14.0,73.0,170.0,30.0
ZOOKEEPER,17,93.54040063020481,IBK,BEST_FIRST_FORWARD,OVERSAMPLING,NONE,0.28888888888888886,0.29545454545454547,0.6938832772166106,0.16225733215957017,13.0,32.0,211.0,31.0
ZOOKEEPER,17,93.54040063020481,IBK,BEST_FIRST_FORWARD,SMOTE,SENSITIVE_LEARNING,0.25,0.3181818181818182,0.5726711560044894,0.13074204946996448,14.0,42.0,201.0,30.0
ZOOKEEPER,17,93.54040063020481,IBK,BEST_FIRST_FORWARD,SMOTE,NONE,0.45454545454545453,0.22727272727272727,0.7297044519266741,0.2236857579677762,10.0,12.0,231.0,34.0
ZOOKEEPER,17,93.54040063020481,IBK,BEST_FIRST_FORWARD,UNDERSAMPLING,SENSITIVE_LEARNING,0.22413793103448276,0.5909090909090909,0.6102693602693603,0.13205645161290322,26.0,90.0,153.0,18.0
ZOOKEEPER,17,93.54040063020481,IBK,BEST_FIRST_FORWARD,UNDERSAMPLING,NONE,0.373134328358209,0.5681818181818182,0.7321829405162739,0.32564230961827345,25.0,42.0,201.0,19.0
ZOOKEEPER,17,93.54040063020481,IBK,BEST_FIRST_BACKWARD,OVERSAMPLING,SENSITIVE_LEARNING,0.16091954022988506,0.3181818181818182,0.5088851477740367,0.012691626866170093,14.0,73.0,170.0,30.0
ZOOKEEPER,17,93.54040063020481,IBK,BEST_FIRST_BACKWARD,OVERSAMPLING,NONE,0.28888888888888886,0.29545454545454547,0.6938832772166106,0.16225733215957017,13.0,32.0,211.0,31.0
ZOOKEEPER,17,93.54040063020481,IBK,BEST_FIRST_BACKWARD,SMOTE,SENSITIVE_LEARNING,0.25,0.3181818181818182,0.5726711560044894,0.13074204946996448,14.0,42.0,201.0,30.0
ZOOKEEPER,17,93.54040063020481,IBK,BEST_FIRST_BACKWARD,SMOTE,NONE,0.45454545454545453,0.22727272727272727,0.7297044519266741,0.2236857579677762,10.0,12.0,231.0,34.0
ZOOKEEPER,17,93.54040063020481,IBK,BEST_FIRST_BACKWARD,UNDERSAMPLING,SENSITIVE_LEARNING,0.22413793103448276,0.5909090909090909,0.6102693602693603,0.13205645161290322,26.0,90.0,153.0,18.0
ZOOKEEPER,17,93.54040063020481,IBK,BEST_FIRST_BACKWARD,UNDERSAMPLING,NONE,0.373134328358209,0.5681818181818182,0.7321829405162739,0.32564230961827345,25.0,42.0,201.0,19.0
ZOOKEEPER,18,93.9323467230444,IBK,BEST_FIRST_FORWARD,OVERSAMPLING,SENSITIVE_LEARNING,0.2962962962962963,0.32,0.5255660377358491,0.049843663785175664,24.0,57.0,155.0,51.0
ZOOKEEPER,18,93.9323467230444,IBK,BEST_FIRST_FORWARD,OVERSAMPLING,NONE,0.3953488372093023,0.22666666666666666,0.6861635220125786,0.1206594689232564,17.0,26.0,186.0,58.0
ZOOKEEPER,18,93.9323467230444,IBK,BEST_FIRST_FORWARD,SMOTE,SENSITIVE_LEARNING,0.3125,0.2,0.5221698113207547,0.05017615031493547,15.0,33.0,179.0,60.0
ZOOKEEPER,18,93.9323467230444,IBK,BEST_FIRST_FORWARD,SMOTE,NONE,0.5555555555555556,0.13333333333333333,0.7162893081761006,0.12671418448584884,10.0,8.0,204.0,65.0
ZOOKEEPER,18,93.9323467230444,IBK,BEST_FIRST_FORWARD,UNDERSAMPLING,SENSITIVE_LEARNING,0.3333333333333333,0.48,0.570188679245283,0.12290410506318658,36.0,72.0,140.0,39.0
ZOOKEEPER,18,93.9323467230444,IBK,BEST_FIRST_FORWARD,UNDERSAMPLING,NONE,0.4117647058823529,0.37333333333333335,0.6476100628930818,0.1903959015596123,28.0,40.0,172.0,47.0
ZOOKEEPER,18,93.9323467230444,IBK,BEST_FIRST_BACKWARD,OVERSAMPLING,SENSITIVE_LEARNING,0.2962962962962963,0.32,0.5255660377358491,0.049843663785175664,24.0,57.0,155.0,51.0
ZOOKEEPER,18,93.9323467230444,IBK,BEST_FIRST_BACKWARD,OVERSAMPLING,NONE,0.3953488372093023,0.22666666666666666,0.6861635220125786,0.1206594689232564,17.0,26.0,186.0,58.0
ZOOKEEPER,18,93.9323467230444,IBK,BEST_FIRST_BACKWARD,SMOTE,SENSITIVE_LEARNING,0.3125,0.2,0.5221698113207547,0.05017615031493547,15.0,33.0,179.0,60.0
ZOOKEEPER,18,93.9323467230444,IBK,BEST_FIRST_BACKWARD,SMOTE,NONE,0.5555555555555556,0.13333333333333333,0.7162893081761006,0.12671418448584884,10.0,8.0,204.0,65.0
ZOOKEEPER,18,93.9323467230444,IBK,BEST_FIRST_BACKWARD,UNDERSAMPLING,SENSITIVE_LEARNING,0.3333333333333333,0.48,0.570188679245283,0.12290410506318658,36.0,72.0,140.0,39.0
ZOOKEEPER,18,93.9323467230444,IBK,BEST_FIRST_BACKWARD,UNDERSAMPLING,NONE,0.4117647058823529,0.37333333333333335,0.6476100628930818,0.1903959015596123,28.0,40.0,172.0,47.0
ZOOKEEPER,19,93.99841017488076,IBK,BEST_FIRST_FORWARD,OVERSAMPLING,SENSITIVE_LEARNING,0.38202247191011235,0.4146341463414634,0.5823170731707317,0.160341197430222,34.0,55.0,165.0,48.0
ZOOKEEPER,19,93.99841017488076,IBK,BEST_FIRST_FORWARD,OVERSAMPLING,NONE,0.4791666666666667,0.2804878048780488,0.6851441241685144,0.19179304192685118,23.0,25.0,195.0,59.0
ZOOKEEPER,19,93.99841017488076,IBK,BEST_FIRST_FORWARD,SMOTE,SENSITIVE_LEARNING,0.47540983606557374,0.35365853658536583,0.6041019955654102,0.22638780061479113,29.0,32.0,188.0,53.0
ZOOKEEPER,19,93.99841017488076,IBK,BEST_FIRST_FORWARD,SMOTE,NONE,0.631578947368421,0.2926829268292683,0.7050166297117516,0.27539322847240727,24.0,14.0,206.0,58.0
ZOOKEEPER,19,93.99841017488076,IBK,BEST_FIRST_FORWARD,UNDERSAMPLING,SENSITIVE_LEARNING,0.40625,0.6341463414634146,0.6443458980044345,0.2454982558687658,52.0,76.0,144.0,30.0
ZOOKEEPER,19,93.99841017488076,IBK,BEST_FIRST_FORWARD,UNDERSAMPLING,NONE,0.5111111111111111,0.5609756097560976,0.7166019955654102,0.35025817555938027,46.0,44.0,176.0,36.0
ZOOKEEPER,19,93.99841017488076,IBK,BEST_FIRST_BACKWARD,OVERSAMPLING,SENSITIVE_LEARNING,0.38202247191011235,0.4146341463414634,0.5823170731707317,0.160341197430222,34.0,55.0,165.0,48.0
ZOOKEEPER,19,93.99841017488076,IBK,BEST_FIRST_BACKWARD,OVERSAMPLING,NONE,0.4791666666666667,0.2804878048780488,0.6851441241685144,0.19179304192685118,23.0,25.0,195.0,59.0
ZOOKEEPER,19,93.99841017488076,IBK,BEST_FIRST_BACKWARD,SMOTE,SENSITIVE_LEARNING,0.47540983606557374,0.35365853658536583,0.6041019955654102,0.22638780061479113,29.0,32.0,188.0,53.0
ZOOKEEPER,19,93.99841017488076,IBK,BEST_FIRST_BACKWARD,SMOTE,NONE,0.631578947368421,0.2926829268292683,0.7050166297117516,0.27539322847240727,24.0,14.0,206.0,58.0
ZOOKEEPER,19,93.99841017488076,IBK,BEST_FIRST_BACKWARD,UNDERSAMPLING,SENSITIVE_LEARNING,0.40625,0.6341463414634146,0.6443458980044345,0.2454982558687658,52.0,76.0,144.0,30.0
ZOOKEEPER,19,93.99841017488076,IBK,BEST_FIRST_BACKWARD,UNDERSAMPLING,NONE,0.5111111111111111,0.5609756097560976,0.7166019955654102,0.35025817555938027,46.0,44.0,176.0,36.0
ZOOKEEPER,20,93.8981153200224,IBK,BEST_FIRST_FORWARD,OVERSAMPLING,SENSITIVE_LEARNING,0.34615384615384615,0.3829787234042553,0.5455666149210118,0.08833030933309732,36.0,68.0,165.0,58.0
ZOOKEEPER,20,93.8981153200224,IBK,BEST_FIRST_FORWARD,OVERSAMPLING,NONE,0.48214285714285715,0.2872340425531915,0.6734544790430098,0.18508904002907425,27.0,29.0,204.0,67.0
ZOOKEEPER,20,93.8981153200224,IBK,BEST_FIRST_FORWARD,SMOTE,SENSITIVE_LEARNING,0.38666666666666666,0.30851063829787234,0.5555428727970049,0.11821295823919548,29.0,46.0,187.0,65.0
ZOOKEEPER,20,93.8981153200224,IBK,BEST_FIRST_FORWARD,SMOTE,NONE,0.46,0.24468085106382978,0.6787507990137887,0.1497028231797917,23.0,27.0,206.0,71.0
ZOOKEEPER,20,93.8981153200224,IBK,BEST_FIRST_FORWARD,UNDERSAMPLING,SENSITIVE_LEARNING,0.36619718309859156,0.5531914893617021,0.5834626974705507,0.1448609240034868,52.0,90.0,143.0,42.0
ZOOKEEPER,20,93.8981153200224,IBK,BEST_FIRST_FORWARD,UNDERSAMPLING,NONE,0.42424242424242425,0.44680851063829785,0.6586384805040636,0.19901570821816203,42.0,57.0,176.0,52.0
ZOOKEEPER,20,93.8981153200224,IBK,BEST_FIRST_BACKWARD,OVERSAMPLING,SENSITIVE_LEARNING,0.34615384615384615,0.3829787234042553,0.5455666149210118,0.08833030933309732,36.0,68.0,165.0,58.0
ZOOKEEPER,20,93.8981153200224,IBK,BEST_FIRST_BACKWARD,OVERSAMPLING,NONE,0.48214285714285715,0.2872340425531915,0.6734544790430098,0.18508904002907425,27.0,29.0,204.0,67.0
ZOOKEEPER,20,93.8981153200224,IBK,BEST_FIRST_BACKWARD,SMOTE,SENSITIVE_LEARNING,0.38666666666666666,0.30851063829787234,0.5555428727970049,0.11821295823919548,29.0,46.0,187.0,65.0
ZOOKEEPER,20,93.8981153200224,IBK,BEST_FIRST_BACKWARD,SMOTE,NONE,0.46,0.24468085106382978,0.6787507990137887,0.1497028231797917,23.0,27.0,206.0,71.0
ZOOKEEPER,20,93.8981153200224,IBK,BEST_FIRST_BACKWARD,UNDERSAMPLING,SENSITIVE_LEARNING,0.36619718309859156,0.5531914893617021,0.5834626974705507,0.1448609240034868,52.0,90.0,143.0,42.0
ZOOKEEPER,20,93.8981153200224,IBK,BEST_FIRST_BACKWARD,UNDERSAMPLING,NONE,0.42424242424242425,0.44680851063829785,0.6586384805040636,0.19901570821816203,42.0,57.0,176.0,52.0
ZOOKEEPER,21,93.85288966725044,IBK,BEST_FIRST_FORWARD,OVERSAMPLING,SENSITIVE_LEARNING,0.2805755395683453,0.5416666666666666,0.5916218637992832,0.13621981681931733,39.0,100.0,179.0,33.0
ZOOKEEPER,21,93.85288966725044,IBK,BEST_FIRST_FORWARD,OVERSAMPLING,NONE,0.375,0.375,0.6960374352847472,0.213709677419355,27.0,45.0,234.0,45.0
ZOOKEEPER,21,93.85288966725044,IBK,BEST_FIRST_FORWARD,SMOTE,SENSITIVE_LEARNING,0.3229166666666667,0.4305555555555556,0.5987903225806451,0.1758373205741626,31.0,65.0,214.0,41.0
ZOOKEEPER,21,93.85288966725044,IBK,BEST_FIRST_FORWARD,SMOTE,NONE,0.4426229508196721,0.375,0.702757865392274,0.268344811208739,27.0,34.0,245.0,45.0
