VERSION_INDEX,JAVA_CLASS,SIZE,IS_BUGGY
1,src/java/main/org/apache/zookeeper/server/persistence/Util.java,305,True
1,src/java/main/org/apache/zookeeper/server/quorum/AckRequestProcessor.java,45,False
1,src/java/main/org/apache/zookeeper/server/quorum/AuthFastLeaderElection.java,898,False
1,src/java/main/org/apache/zookeeper/server/quorum/CommitProcessor.java,189,True
1,src/java/main/org/apache/zookeeper/server/quorum/Election.java,26,False
1,src/java/main/org/apache/zookeeper/server/quorum/FastLeaderElection.java,626,True
1,src/java/main/org/apache/zookeeper/server/quorum/Follower.java,378,True
1,src/java/main/org/apache/zookeeper/server/quorum/FollowerHandler.java,395,True
1,src/java/main/org/apache/zookeeper/server/quorum/FollowerRequestProcessor.java,107,False
1,src/java/main/org/apache/zookeeper/server/quorum/FollowerSessionTracker.java,85,True
1,src/java/main/org/apache/zookeeper/server/quorum/FollowerSyncRequest.java,34,False
1,src/java/main/org/apache/zookeeper/server/quorum/FollowerZooKeeperServer.java,177,False
1,src/java/main/org/apache/zookeeper/server/quorum/Leader.java,633,False
1,src/java/main/org/apache/zookeeper/server/quorum/LeaderElection.java,194,False
1,src/java/main/org/apache/zookeeper/server/quorum/LeaderZooKeeperServer.java,88,True
1,src/java/main/org/apache/zookeeper/server/quorum/ProposalRequestProcessor.java,76,False
1,src/java/main/org/apache/zookeeper/server/quorum/QuorumCnxManager.java,564,True
1,src/java/main/org/apache/zookeeper/server/quorum/QuorumPeer.java,590,True
1,src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java,222,True
1,src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerMain.java,115,False
1,src/java/main/org/apache/zookeeper/server/quorum/QuorumStats.java,81,False
1,src/java/main/org/apache/zookeeper/server/quorum/SendAckRequestProcessor.java,54,False
1,src/java/main/org/apache/zookeeper/server/quorum/Vote.java,69,False
1,src/java/main/org/apache/zookeeper/server/upgrade/DataNodeV1.java,129,False
1,src/java/main/org/apache/zookeeper/server/upgrade/DataTreeV1.java,582,False
1,src/java/main/org/apache/zookeeper/server/upgrade/UpgradeMain.java,181,False
1,src/java/main/org/apache/zookeeper/server/upgrade/UpgradeSnapShot.java,33,False
1,src/java/main/org/apache/zookeeper/server/upgrade/UpgradeSnapShotV1.java,323,True
1,src/java/main/org/apache/zookeeper/server/util/Profiler.java,40,False
1,src/java/main/org/apache/zookeeper/server/util/SerializeUtils.java,105,False
1,src/java/main/org/apache/zookeeper/version/util/VerGen.java,120,True
2,src/contrib/bookkeeper/benchmark/org/apache/bookkeeper/benchmark/MySqlClient.java,137,False
2,src/contrib/bookkeeper/benchmark/org/apache/bookkeeper/benchmark/TestClient.java,269,True
2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/bookie/Bookie.java,343,True
2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,154,False
2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/AddCallback.java,37,False
2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/BKException.java,130,False
