VERSION,JAVA_CLASS,SIZE,LOC_ADDED,MAX_LOC_ADDED,AVG_LOC_ADDED,LOC_DELETED,MAX_LOC_DELETED,AVG_LOC_DELETED,CHURN,MAX_CHURN,AVG_CHURN,FIXED_DEFECTS,NUMBER_OF_COMMITS,NUMBER_OF_AUTHORS,IS_BUGGY,
0,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java,0,0,0,0.0,0,0,0.0,0,0,0.0,0,4,0,False
0,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java,0,0,0,0.0,0,0,0.0,0,0,0.0,0,5,0,False
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,0,0,0,0.0,0,0,0.0,0,0,0.0,0,14,0,False
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,0,0,0,0.0,0,0,0.0,0,0,0.0,0,3,0,False
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,0,0,0,0.0,0,0,0.0,0,0,0.0,0,4,0,False
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,0,0,0,0.0,0,0,0.0,0,0,0.0,0,9,0,False
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,0,0,0,0.0,0,0,0.0,0,0,0.0,0,5,0,False
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,0,0,0,0.0,0,0,0.0,0,0,0.0,0,7,0,False
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,0,0,0,0.0,0,0,0.0,0,0,0.0,0,5,0,False
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java,0,0,0,0.0,0,0,0.0,0,0,0.0,0,3,0,False
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,False
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java,0,0,0,0.0,0,0,0.0,0,0,0.0,0,5,0,False
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java,0,0,0,0.0,0,0,0.0,0,0,0.0,0,4,0,False
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,0,0,0,0.0,0,0,0.0,0,0,0.0,0,9,0,False
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,0,0,0,0.0,0,0,0.0,0,0,0.0,0,6,0,False
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java,0,0,0,0.0,0,0,0.0,0,0,0.0,0,4,0,False
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java,0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0,False
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java,0,0,0,0.0,0,0,0.0,0,0,0.0,0,5,0,False
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java,0,0,0,0.0,0,0,0.0,0,0,0.0,0,3,0,False
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,0,0,0,0.0,0,0,0.0,0,0,0.0,0,8,0,False
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java,0,0,0,0.0,0,0,0.0,0,0,0.0,0,4,0,False
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java,0,0,0,0.0,0,0,0.0,0,0,0.0,0,3,0,False
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,0,0,0,0.0,0,0,0.0,0,0,0.0,0,12,0,False
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java,0,0,0,0.0,0,0,0.0,0,0,0.0,0,7,0,False
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,0,0,0,0.0,0,0,0.0,0,0,0.0,0,9,0,False
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,0,0,0,0.0,0,0,0.0,0,0,0.0,0,6,0,False
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java,0,0,0,0.0,0,0,0.0,0,0,0.0,0,4,0,False
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,0,0,0,0.0,0,0,0.0,0,0,0.0,0,4,0,False
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,0,0,0,0.0,0,0,0.0,0,0,0.0,0,4,0,False
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java,0,0,0,0.0,0,0,0.0,0,0,0.0,0,6,0,False
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,False
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0,False
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java,0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0,False
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java,0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0,False
